NCM,Excecao,Descricao,Aliquota
8422.30.2,,"Máquinas e aparelhos para encher, fechar, arrolhar ou rotular caixas, latas, sacos ou outros
recipientes; Máquinas e aparelhos para capsular vasos, tubos e recipientes semelhantes",
8422.30.21,,Para encher caixas ou sacos com pó ou grãos ,0
8422.30.22,,"Para encher e fechar embalagens confeccionadas com papel ou cartão dos subitens 4811.51.22 ou
4811.59.23, mesmo com dispositivo de rotulagem ",0
8422.30.23,,"Para encher e fechar recipientes tubulares flexíveis (bisnagas), com capacidade igual ou superior a
100 unidades por minuto ",0
8422.30.29,,Outros ,0
8422.30.30,,Para gaseificar bebidas ,0
8422.4,,- Outras máquinas e aparelhos para empacotar ou embalar mercadorias (incluindo as máquinas e aparelhos para embalar com película termorretrátil),
8422.40.10,,"Horizontais, próprias para empacotamento de massas alimentícias longas (comprimento superior a 200 mm) em pacotes tipo almofadas (pillow pack), com capacidade de produção superior a 100 pacotes por minuto e controlador lógico programável (CLP) ",0
8422.40.20,,"Automática, para embalar tubos ou barras de metal, em atados de peso inferior ou igual a 2.000 kg e comprimento inferior ou igual a 12 m ",0
8422.40.30,,"De empacotar embalagens confeccionadas com papel ou cartão dos subitens 4811.51.22 ou 4811.59.23 em caixas ou bandejas de papel ou cartão dobráveis, com capacidade igual ou superior a 5.000 embalagens por hora ",0
8422.40.90,,Outros ,0
8422.9,,- Partes,
8422.90.10,,"De máquinas de lavar louça, de uso doméstico ",20
8422.90.90,,Outras ,"3,25"
84.23,,"Aparelhos e instrumentos de pesagem, incluindo as básculas e balanças para verificar peças usinadas (fabricadas*), excluindo as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças.",
8423.10.00,,"- Balanças para pessoas, incluindo as balanças para bebês; balanças de uso doméstico ","6,5"
8423.10.00,01,De uso doméstico,13
8423.20.00,,- Básculas de pesagem contínua em transportadores ,0
8423.3,,- Básculas de pesagem constante e balanças e básculas ensacadoras ou doseadoras,
8423.30.1,,Dosadoras,
8423.30.11,,"Com aparelhos periféricos, que constituam unidade funcional ",0
8423.30.19,,Outras ,0
8423.30.90,,Outras ,0
8423.8,,- Outros aparelhos e instrumentos de pesagem:,
8423.81,,-- De capacidade não superior a 30 kg,
8423.81.10,,"De mesa, com dispositivo registrador ou impressor de etiquetas ","3,25"
8423.81.90,,Outros ,"3,25"
8423.82.00,,"-- De capacidade superior a 30 kg, mas não superior a 5.000 kg ",0
8423.89.00,,-- Outros ,0
8423.9,,- Pesos para quaisquer balanças; partes de aparelhos ou instrumentos de pesagem,
8423.90.10,,Pesos ,"6,5"
8423.90.2,,Partes,
8423.90.21,,De aparelhos ou instrumentos da subposição 8423.10 ,"6,5"
8423.90.29,,Outras ,"6,5"
84.24,,"Aparelhos mecânicos (mesmo manuais) para projetar, dispersar ou pulverizar líquidos ou pós; extintores, mesmo carregados; pistolas aerográficas e aparelhos semelhantes; máquinas e aparelhos de jato de areia, de jato de vapor e aparelhos de jato semelhantes.",
8424.10.00,,"- Extintores, mesmo carregados ","5,2"
8424.20.00,,- Pistolas aerográficas e aparelhos semelhantes ,"3,25"
8424.3,,"- Máquinas e aparelhos de jato de areia, de jato de vapor e aparelhos de jato semelhantes",
8424.30.10,,"Máquinas e aparelhos de desobstrução de tubulação ou de limpeza, por jato de água ",0
8424.30.20,,De jato de areia própria para desgaste localizado de peças de vestuário ,0
8424.30.30,,Perfuradoras por jato de água com pressão de trabalho máxima igual ou superior a 10 MPa ,0
8424.30.90,,Outros ,0
8424.4,,- Pulverizadores para agricultura ou horticultura:,
8424.41.00,,-- Pulverizadores portáteis ,0
8424.49.00,,-- Outros ,0
8424.8,,- Outros aparelhos:,
8424.82,,-- Para agricultura ou horticultura,
8424.82.2,,Irrigadores e sistemas de irrigação,
8424.82.21,,Por aspersão ,0
8424.82.29,,Outros ,0
8424.82.90,,Outros ,0
8424.89,,-- Outros,
8424.89.10,,"Aparelhos de pulverização constituídos por botão de pressão com bocal (tampa spray), válvula do tipo aerossol, junta de estanqueidade (junta de canopla) e tubo de imersão, montados sobre um corpo metálico (canopla), do tipo utilizado para serem montados no gargalo de recipientes, para projetar líquidos, pós ou espumas ","3,25"
8424.89.20,,"Aparelhos automáticos para projetar lubrificantes sobre pneumáticos, que contenham uma estação
de secagem por ar preaquecido e dispositivos para agarrar e movimentar pneumáticos ","3,25"
8424.89.90,,Outros ,"3,25"
8424.9,,- Partes,
8424.90.10,,De aparelhos da subposição 8424.10 ou do item 8424.89.10 ,"3,25"
8424.90.90,,Outras ,"3,25"
84.25,,"Talhas, cadernais e moitões; guinchos e cabrestantes; macacos.",
8425.1,,"- Talhas, cadernais e moitões:",
8425.11.00,,-- De motor elétrico ,0
8425.19,,-- Outros,
8425.19.10,,"Talhas, cadernais e moitões, manuais ",0
8425.19.90,,Outros ,0
8425.3,,- Guinchos; cabrestantes:,
8425.31,,-- De motor elétrico,
8425.31.10,,Com capacidade inferior ou igual a 100 t ,0
8425.31.90,,Outros ,0
8425.39,,-- Outros,
8425.39.10,,Com capacidade inferior ou igual a 100 t ,0
8425.39.90,,Outros ,0
8425.4,,- Macacos:,
8425.41.00,,"-- Elevadores fixos de veículos, para garagens (oficinas) ",0
8425.42.00,,"-- Outros macacos, hidráulicos ",0
8425.49,,-- Outros,
8425.49.10,,Manuais ,"3,25"
8425.49.90,,Outros ,0
84.26,,"Cábreas; guindastes, incluindo os de cabo; pontes rolantes, pórticos de descarga ou de movimentação, pontes-guindastes, carros-pórticos e carros-guindastes.",
8426.1,,"- Pontes e vigas, rolantes, pórticos, pontes-guindastes e carros-pórticos:",
8426.11.00,,"-- Pontes e vigas, rolantes, de suportes fixos ",0
8426.12.00,,-- Pórticos móveis de pneumáticos e carros-pórticos ,0
8426.19.00,,-- Outros ,0
8426.20.00,,- Guindastes de torre ,0
8426.30.00,,- Guindastes de pórtico ,0
8426.4,,"- Outras máquinas e aparelhos, autopropulsados:",
8426.41,,-- De pneumáticos,
8426.41.10,,"Com deslocamento em sentido longitudinal, transversal e diagonal (tipo caranguejo) com capacidade de carga igual ou superior a 60 t ",0
8426.41.90,,Outros ,0
8426.49,,-- Outros,
8426.49.10,,"De lagartas (esteiras), com capacidade de elevação igual ou superior a 70 t ",0
8426.49.90,,Outros ,0
8426.9,,- Outras máquinas e aparelhos:,
8426.91.00,,-- Próprios para serem montados em veículos rodoviários ,0
8426.99.00,,-- Outros ,0
84.27,,"Empilhadeiras; outros veículos para movimentação de carga e semelhantes, equipados com dispositivos de elevação.",
8427.1,,"- Autopropulsados, de motor elétrico",
8427.10.1,,Empilhadeiras,
8427.10.11,,"De capacidade de carga superior a 6,5 t ",0
8427.10.19,,Outras ,0
8427.10.90,,Outros ,0
8427.2,,"- Outros, autopropulsados",
8427.20.10,,"Empilhadeiras com capacidade de carga superior a 6,5 t ",0
8427.20.90,,Outros ,0
8427.90.00,,- Outros ,0
84.28,,"Outras máquinas e aparelhos de elevação, de carga, de descarga ou de movimentação (por exemplo, elevadores, escadas rolantes, transportadores, teleféricos).",
8428.10.00,,- Elevadores e monta-cargas ,0
8428.2,,"- Aparelhos elevadores ou transportadores, pneumáticos",
8428.20.10,,"Transportadores tubulares (transvasadores) móveis, acionados com motor de potência superior a 90 kW (120 HP) ",0
8428.20.90,,Outros ,0
8428.3,,"- Outros aparelhos elevadores ou transportadores, de ação contínua, para mercadorias:",
8428.31.00,,-- Especialmente concebidos para uso subterrâneo ,0
8428.32.00,,"-- Outros, de caçamba (balde*) ",0
8428.33.00,,"-- Outros, de correia ",0
8428.39,,-- Outros,
8428.39.10,,De correntes ,0
8428.39.20,,De rolos motores ,0
8428.39.30,,"De pinças laterais, do tipo utilizado para o transporte de jornais ",0
8428.39.90,,Outros ,0
8428.40.00,,"- Escadas e tapetes, rolantes ","6,5"
8428.60.00,,- Teleféricos (incluindo as telecadeiras e os telesquis); mecanismos de tração para funiculares ,0
8428.60.00,01,Telecadeiras e telesquis,"6,5"
8428.70.00,,- Robôs industriais ,0
8428.9,,- Outras máquinas e aparelhos,
8428.90.10,,"Do tipo utilizado para desembarque de botes salva-vidas, motorizados ou providos de dispositivo de compensação de inclinação ",0
8428.90.20,,"Transportadores-elevadores (transelevadores) automáticos, de deslocamento horizontal sobre guias ",0
8428.90.30,,"Máquina para formação de pilhas de jornais, dispostos em sentido alternado, de capacidade igual ou superior a 80.000 exemplares/h ",0
8428.90.90,,Outros ,0
84.29,,"Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadores e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados.",
8429.1,,- Bulldozers e angledozers:,
8429.11,,-- De lagartas (esteiras),
8429.11.10,,"De potência no volante igual ou superior a 387,76 kW (520 HP) ",0
8429.11.90,,Outros ,0
8429.19,,-- Outros,
8429.19.10,,"Bulldozers de potência no volante igual ou superior a 234,90 kW (315 HP) ",0
8429.19.90,,Outros ,0
8429.2,,- Niveladores,
8429.20.10,,"Motoniveladores articulados, de potência no volante igual ou superior a 205,07 kW (275 HP)",0
8429.20.90,,Outros ,0
8429.30.00,,- Raspo-transportadores (scrapers) ,0
8429.40.00,,- Compactadores e rolos ou cilindros compressores ,0
8429.5,,"- Pás mecânicas, escavadores, carregadores e pás carregadoras:",
8429.51,,"-- Carregadores e pás carregadoras, de carregamento frontal",
8429.51.1,,Carregadores-transportadores,
8429.51.11,,Do tipo utilizado em minas subterrâneas ,0
8429.51.19,,Outras ,0
8429.51.2,,"Infraestruturas motoras, próprias para receber equipamentos do item 8430.69.1",
8429.51.21,,"De potência no volante igual ou superior a 454,13 kW (609 HP) ",0
8429.51.29,,Outras ,0
8429.51.9,,Outras,
8429.51.91,,"De potência no volante igual ou superior a 297,5 kW (399 HP) ",0
8429.51.92,,"De potência no volante inferior ou igual a 43,99 kW (59 HP) ",0
8429.51.99,,Outras ,0
8429.52,,-- Máquinas cuja superestrutura é capaz de efetuar uma rotação de 360°,
8429.52.1,,Escavadores,
8429.52.11,,"De potência no volante igual ou superior a 484,7 kW (650 HP) ",0
8429.52.12,,"De potência no volante inferior ou igual a 40,3 kW (54 HP) ",0
8429.52.19,,Outras ,0
8429.52.20,,"Infraestruturas motoras, próprias para receber equipamentos das subposições 8430.49, 8430.61 ou 8430.69, mesmo com dispositivo de deslocamento sobre trilhos ",0
8429.52.90,,Outras ,0
8429.59.00,,-- Outros ,0
84.3,,"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves.",
8430.10.00,,- Bate-estacas e arranca-estacas ,0
8430.20.00,,- Limpa-neves ,"3,25"
8430.3,,- Cortadores de carvão ou de rocha e máquinas para perfuração de túneis ou de galerias:,
8430.31,,-- Autopropulsados,
8430.31.10,,Cortadores de carvão ou de rocha ,0
8430.31.90,,Outros ,0
8430.39,,-- Outros,
8430.39.10,,Cortadores de carvão ou de rocha ,0
8430.39.90,,Outras ,0
8430.4,,- Outras máquinas de sondagem ou de perfuração:,
8430.41,,-- Autopropulsadas,
8430.41.10,,Perfuratriz de percussão ,0
8430.41.20,,Perfuratriz rotativa ,0
8430.41.30,,"Máquinas de sondagem, rotativas ",0
8430.41.90,,Outras ,0
8430.49,,-- Outras,
8430.49.10,,Perfuratriz de percussão ,0
8430.49.20,,"Máquinas de sondagem, rotativas ",0
8430.49.90,,Outras ,0
8430.50.00,,"- Outras máquinas e aparelhos, autopropulsados ",0
8430.6,,"- Outras máquinas e aparelhos, exceto autopropulsados:",
8430.61.00,,-- Máquinas de comprimir ou de compactar ,0
8430.69,,-- Outros,
8430.69.1,,Equipamentos frontais para escavo-carregadores ou carregadores,
8430.69.11,,Com capacidade de carga superior a 4 m3 ,0
8430.69.19,,Outros ,0
8430.69.90,,Outros ,0
84.31,,Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 84.25 a 84.30.,
8431.1,,- De máquinas ou aparelhos da posição 84.25,
8431.10.10,,"Do item 8425.19.10 ou das subposições 8425.39, 8425.42 ou 8425.49 ","3,25"
8431.10.90,,Outras ,"3,25"
8431.2,,- De máquinas ou aparelhos da posição 84.27,
8431.20.1,,De empilhadeiras,
8431.20.11,,Autopropulsadas ,"3,25"
8431.20.19,,De outras empilhadeiras ,"3,25"
8431.20.90,,Outras ,"3,25"
8431.3,,- De máquinas ou aparelhos da posição 84.28:,
8431.31,,"-- De elevadores, monta-cargas ou de escadas rolantes",
8431.31.10,,De elevadores ,"3,25"
8431.31.90,,Outras ,"3,25"
8431.39.00,,-- Outras ,0
8431.4,,"- De máquinas ou aparelhos das posições 84.26, 84.29 ou 84.30:",
8431.41.00,,"-- Caçambas (Baldes*), mesmo de mandíbulas, pás, ganchos e tenazes ","3,25"
8431.42.00,,-- Lâminas para bulldozers ou angledozers ,"3,25"
8431.43,,-- Partes de máquinas de sondagem ou de perfuração das subposições 8430.41 ou 8430.49,
8431.43.10,,De máquinas de sondagem rotativas ,"3,25"
8431.43.90,,Outras ,"3,25"
8431.49,,-- Outras,
8431.49.10,,De máquinas ou aparelhos da posição 84.26 ,"3,25"
8431.49.2,,De máquinas ou aparelhos das posições 84.29 ou 84.30,
8431.49.21,,Cabinas ,"3,25"
8431.49.22,,Lagartas (esteiras) ,"3,25"
8431.49.23,,Tanques de combustível e demais reservatórios ,"3,25"
8431.49.29,,Outras ,"3,25"
84.32,,"Máquinas e aparelhos de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura; rolos para gramados (relvados) ou para campos de esporte.",
8432.10.00,,- Arados e charruas ,0
8432.2,,"- Grades, escarificadores, cultivadores, extirpadores, enxadas e sachadores:",
8432.21.00,,-- Grades de discos ,0
8432.29.00,,-- Outros ,0
8432.3,,"- Semeadores, plantadores e transplantadores:",
8432.31,,"-- Semeadores, plantadores e transplantadores, de plantio direto",
8432.31.10,,Semeadores-adubadores ,0
8432.31.90,,Outros ,0
8432.39,,-- Outros,
8432.39.10,,Semeadores-adubadores ,0
8432.39.90,,Outros ,0
8432.4,,- Espalhadores de estrume e distribuidores de adubos (fertilizantes):,
8432.41.00,,-- Espalhadores de estrume ,0
8432.42.00,,-- Distribuidores de adubos (fertilizantes) ,0
8432.80.00,,- Outras máquinas e aparelhos ,0
8432.80.00,01,Rolos para gramados,"3,25"
8432.90.00,,- Partes ,"3,25"
84.33,,"Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluindo as enfardadeiras de palha ou forragem; cortadores de grama (relva) e ceifeiras; máquinas para limpar ou selecionar ovos, fruta ou outros produtos agrícolas, exceto as da posição 84.37.",
8433.1,,- Cortadores de grama (relva):,
8433.11.00,,"-- Motorizados, cujo dispositivo de corte gira num plano horizontal ","3,25"
8433.19.00,,-- Outros ,"3,25"
8433.2,,"- Ceifeiras, incluindo as barras de corte para montagem em tratores",
8433.20.10,,Com dispositivo de acondicionamento em fileiras constituído por rotor de dedos e pente ,0
8433.20.90,,Outras ,0
8433.30.00,,- Outras máquinas e aparelhos para colher e dispor o feno ,0
8433.40.00,,"- Enfardadeiras de palha ou de forragem, incluindo as enfardadeiras-apanhadeiras ",0
8433.5,,- Outras máquinas e aparelhos para colheita; máquinas e aparelhos para debulha:,
8433.51.00,,-- Colheitadeiras combinadas com debulhadoras (ceifeiras-debulhadoras) ,0
8433.52.00,,-- Outras máquinas e aparelhos para debulha ,0
8433.53.00,,-- Máquinas para colheita de raízes ou tubérculos ,0
8433.59,,-- Outros,
8433.59.1,,Colheitadeiras de algodão,
8433.59.11,,"Com capacidade para trabalhar até dois sulcos de colheita e potência no volante inferior ou igual a 59,7 kW (80 HP) ",0
8433.59.19,,Outras ,0
8433.59.90,,Outros ,0
8433.6,,"- Máquinas para limpar ou selecionar ovos, fruta ou outros produtos agrícolas",
8433.60.10,,Selecionadores de fruta ,0
8433.60.2,,Para limpar ou selecionar ovos,
8433.60.21,,Com capacidade superior a 250.000 ovos por hora ,0
8433.60.29,,Outras ,0
8433.60.90,,Outras ,0
8433.9,,- Partes,
8433.90.10,,De cortadores de grama (relva) ,"3,25"
8433.90.90,,Outras ,"3,25"
8433.90.90,01,De colheitadeiras,"2,6"
84.34,,Máquinas de ordenhar e máquinas e aparelhos para a indústria de laticínios.,
8434.10.00,,- Máquinas de ordenhar ,0
8434.2,,- Máquinas e aparelhos para a indústria de laticínios,
8434.20.10,,Para tratamento do leite ,0
8434.20.90,,Outros ,0
8434.90.00,,- Partes ,"3,25"
84.35,,"Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sucos (sumos) de fruta ou bebidas semelhantes.",
8435.10.00,,- Máquinas e aparelhos ,0
8435.90.00,,- Partes ,"3,25"
84.36,,"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluindo os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura.",
